"","sprice","livarea","beds","baths","lgelot","age","pool"
"2216",123000,23,4,2,0,66,0
"2217",79950,14,3,1,0,70,0
"2218",140000,18,3,1.5,0,73,0
"2219",82000,11,2,1,0,77,0
"2220",90000,11,2,1,0,73,0
"2221",99300,13,3,1,0,70,0
"2222",95000,14,3,1,0,70,0
"2223",89000,15,3,2,0,71,0
"2224",56500,13,3,1,0,74,0
"2225",112500,13,3,2,0,74,0
"2226",260000,25,3,3.5,0,68,0
"2227",108000,16,3,2,0,75,0
"2228",115000,17,3,1,0,67,0
"2229",129000,18,3,2,0,59,0
"2230",80000,11,2,1,0,70,0
"2231",79000,14,2,1,0,62,0
"2232",109950,13,3,1.5,0,57,0
"2233",87500,14,2,2,0,62,0
"2234",86500,10,2,1,0,80,0
"2235",70000,15,2,1,0,56,0
"2236",73000,15,3,2,0,75,0
"2237",76000,14,3,2,0,61,0
"2238",82500,9,2,1,0,68,0
"2239",65000,11,2,1,0,75,0
"2240",148345,21,3,2,0,68,0
"2241",174500,16,3,2,0,34,0
"2242",233450,32,3,2,0,63,0
"2243",59500,12,3,1,0,76,0
"2244",78700,11,2,1,0,74,0
"2245",81500,14,3,2,0,72,0
"2246",88950,12,3,1,0,72,0
"2247",140950,18,3,2,0,43,0
"2248",147500,22,3,1.5,0,48,0
"2249",99000,12,2,1,0,71,0
"2250",97000,13,2,2,0,72,0
"2251",71000,11,2,1,0,72,0
"2252",86500,12,2,1,0,76,0
"2253",102000,14,3,1,0,68,0
"2254",120000,18,3,1,0,68,0
"2255",120000,16,2,1,0,66,0
"2256",89000,14,3,2,0,75,0
"2257",92500,11,2,1,0,76,0
"2258",115000,16,3,2,0,73,0
"2259",109000,20,3,2,0,71,0
"2260",176000,20,4,2,0,73,0
"2261",127000,19,3,1.5,0,72,0
"2262",101000,12,2,1,0,67,0
"2263",79000,13,2,1,0,73,0
"2264",75500,13,2,1,0,71,0
"2265",69500,12,3,1,0,72,0
"2266",47000,15,4,1,0,69,0
"2267",108500,17,4,2,0,70,0
"2268",73500,17,3,2,0,66,0
"2269",88000,10,2,1,0,56,0
"2270",147000,25,4,1.5,0,76,0
"2271",98000,15,2,1,0,78,0
"2272",83950,19,4,2,0,79,0
"2273",99000,16,3,2,0,59,0
"2274",99000,15,2,1,0,69,0
"2275",85000,12,2,1,0,75,0
"2276",150000,18,3,2.5,0,9,0
"2277",105000,11,2,1,0,48,0
"2278",73500,9,2,1,0,42,0
"2279",167000,26,3,3,0,63,0
"2280",130000,18,3,2,0,70,0
"2281",97000,15,2,1,0,69,0
"2282",150000,20,3,2,0,49,0
"2283",107250,16,3,1,0,75,0
"2284",89950,18,3,2,0,73,0
"2285",80000,13,2,1,0,58,0
"2286",64000,8,1,1,0,67,0
"2287",70000,10,2,1,0,72,0
"2288",220000,41,6,3.5,0,49,0
"2289",108000,15,3,1,0,74,0
"2290",86000,14,2,1,0,61,0
"2291",100000,20,4,2,0,55,0
"2292",84600,14,3,1,0,35,0
"2293",81000,10,2,1,0,59,0
"2294",117900,27,5,2,0,82,0
"2295",69000,12,3,1,0,74,0
"2296",59000,7,1,1,0,80,0
"2297",54000,7,1,1,0,80,0
"2298",50000,13,2,1.5,0,57,0
"2299",75600,15,3,2,0,73,0
"2300",60375,11,2,1,0,78,0
"2301",128500,24,3,2,0,80,0
"2302",75000,14,3,2,0,60,0
"2303",150500,21,3,2,0,59,0
"2304",116500,13,2,1,0,58,0
"2305",137500,24,4,2.5,0,51,0
"2306",112000,11,2,1,0,71,0
"2307",115000,16,3,2,0,69,0
"2308",81300,15,3,2,0,70,0
"2309",94500,10,2,1,0,72,0
"2310",95665,11,2,1,0,68,0
"2311",89500,10,2,1,0,61,0
"2312",84500,14,3,1,0,73,0
"2313",88000,12,3,1,0,72,0
"2314",92669,11,2,1,0,73,0
"2315",140000,16,3,1,0,67,0
"2316",125000,24,3,2,0,92,0
"2317",79000,13,3,1,0,71,0
"2318",79900,17,3,1,0,86,0
"2319",77000,12,2,1,0,73,0
"2320",84000,13,3,1,0,79,0
"2321",101500,23,4,2,0,82,0
"2322",135000,25,4,1.5,0,97,0
"2323",88000,19,3,1.5,0,81,0
"2324",127500,32,4,2,0,98,0
"2325",120000,21,3,1,0,98,0
"2326",102000,27,4,2,0,98,0
"2327",95000,20,4,3.5,0,82,0
"2328",65000,15,3,2,0,87,0
"2329",59000,15,3,1.5,0,87,0
"2330",110000,13,3,1.5,0,91,0
"2331",85000,16,3,2,0,56,0
"2332",72000,15,2,1,0,97,0
"2333",65000,13,3,2,0,97,0
"2334",55000,12,2,1,0,85,0
"2335",99950,23,4,2,0,88,0
"2336",63000,10,2,1,0,86,0
"2337",109000,26,3,2.5,1,45,0
"2338",52960,10,2,1,0,65,0
"2339",68000,10,2,1,0,56,0
"2340",81500,13,4,2,0,70,0
"2341",74000,13,3,1.5,0,50,0
"2342",93000,10,3,2,0,0,0
"2343",92000,10,3,2,0,0,0
"2344",79500,10,3,1,0,0,0
"2345",79500,10,3,1,0,0,0
"2346",88500,12,3,2,0,0,0
"2347",59000,9,2,1,0,55,0
"2348",71500,8,2,1,0,59,0
"2349",79950,12,2,1,0,57,0
"2350",75950,10,3,2,0,58,0
"2351",85000,12,3,1.5,0,56,0
"2352",56000,10,3,1,0,39,0
"2353",66950,10,3,1,0,41,0
"2354",93000,13,3,1.5,0,41,0
"2355",86000,12,3,1,0,49,0
"2356",59000,7,2,1,0,47,0
"2357",79500,10,2,1,0,56,0
"2358",50200,11,2,1,0,55,0
"2359",82000,11,3,1,0,55,0
"2360",69000,10,3,1,0,55,0
"2361",73900,13,3,2,0,52,0
"2362",32000,9,2,1,0,65,0
"2363",27000,7,2,1,0,67,0
"2364",48500,8,3,1,0,40,0
"2365",67000,12,3,1,0,40,0
"2366",80000,20,3,2.5,0,33,0
"2367",80000,12,3,2,0,9,0
"2368",86500,15,3,2,0,16,0
"2369",93000,10,3,2,0,0,0
"2370",92000,10,3,2,0,0,0
"2371",77900,11,2,1.5,0,25,0
"2372",65000,11,2,1,0,44,0
"2373",87500,14,2,1,0,58,0
"2374",92000,10,3,2,0,0,0
"2375",62000,14,3,1,0,63,0
"2376",24000,7,2,1,0,69,0
"2377",66000,13,3,1.5,0,26,0
"2378",45000,9,2,1,0,85,0
"2379",45000,13,3,2,0,84,0
"2380",84700,18,4,2,0,66,0
"2381",42000,10,2,1,0,74,0
"2382",48000,8,2,1,0,87,0
"2383",55000,17,2,1,0,50,0
"2384",64000,11,3,1.5,0,72,0
"2385",72000,16,4,2,0,49,0
"2386",77500,17,4,2,0,63,0
"2387",65250,10,3,2,0,23,0
"2388",50000,12,3,1,0,44,0
"2389",59900,16,3,2,0,27,0
"2390",65000,10,3,1,0,25,0
"2391",87250,11,3,2,0,29,0
"2392",59000,8,2,1,0,11,0
"2393",30928,8,3,1,0,73,0
"2394",79900,11,3,2,0,41,0
"2395",185000,22,4,2,1,10,0
"2396",55000,9,2,1,0,59,0
"2397",64000,9,3,1,0,52,0
"2398",71500,14,3,2,0,34,0
"2399",78000,12,3,1.5,0,30,0
"2400",68000,10,3,1,0,25,0
"2401",82000,10,3,1,0,23,0
"2402",89900,10,3,2,0,0,0
"2403",65500,11,3,1,0,53,0
"2404",70000,10,3,1,0,25,0
"2405",73000,9,2,1,0,55,0
"2406",30000,9,2,1,0,58,0
"2407",35000,10,2,1,0,42,0
"2408",54000,7,2,1,0,46,0
"2409",88000,12,3,2,0,24,0
"2410",93000,10,3,2,0,0,0
"2411",63000,9,2,1,0,42,0
"2412",39000,7,2,1,0,50,0
"2413",46000,8,3,1,0,72,0
"2414",35000,11,2,1,0,33,0
"2415",81000,11,3,1,0,33,0
"2416",76500,9,3,1,0,19,0
"2417",67000,7,2,1,0,54,0
"2418",55000,18,3,3,0,40,0
"2419",105000,15,3,2,0,8,0
"2420",65000,8,2,1,0,60,0
"2421",62000,11,3,2,0,44,0
"2422",93000,10,3,2,0,0,0
"2423",70125,9,2,1,0,40,0
"2424",75000,7,3,1,0,42,0
"2425",48500,8,2,1,0,64,0
"2426",40000,7,2,1,0,72,0
"2427",160000,10,3,1,1,83,0
"2428",67000,9,2,1,1,72,0
"2429",30000,8,3,1,0,26,0
"2430",69950,10,3,1,0,27,0
"2431",34000,8,2,1,0,28,0
"2432",72454,11,3,1,0,50,0
"2433",74000,11,3,1,0,19,0
"2434",92000,10,3,2,0,20,0
"2435",84000,12,3,2,0,8,0
"2436",59500,11,3,1,0,52,0
"2437",79950,9,3,2,0,9,0
"2438",80000,12,3,2,0,9,0
"2439",62000,7,3,2,0,32,0
"2440",65000,10,3,2,0,51,0
"2441",82000,20,3,2,0,60,0
"2442",21000,7,2,1,0,31,0
"2443",30000,8,2,1,0,34,0
"2444",91000,13,3,2,0,4,0
"2445",53000,8,2,1,0,8,0
"2446",82500,17,3,1.5,0,25,0
"2447",25000,8,2,1,0,31,0
"2448",53000,11,3,2,0,32,0
"2449",75000,14,2,2,1,77,0
"2450",59950,7,2,1,0,21,0
"2451",60000,8,2,1,0,14,0
"2452",55000,10,3,1,0,42,0
"2453",85000,17,4,3,0,19,0
"2454",74000,11,3,2,0,18,0
"2455",85000,13,3,2,0,16,0
"2456",85000,10,3,1.5,0,17,0
"2457",72350,10,3,1,0,16,0
"2458",97100,14,3,2,0,0,0
"2459",150000,17,4,2,0,3,0
"2460",99600,14,3,2,0,0,0
"2461",141000,19,4,3,0,6,0
"2462",103950,14,3,2,0,1,0
"2463",118000,17,3,2.5,0,7,0
"2464",107105,13,3,2,0,8,0
"2465",123000,19,4,3,0,7,0
"2466",129900,20,4,2.5,0,5,0
"2467",132000,20,4,2.5,0,5,0
"2468",127250,15,3,2,0,5,0
"2469",122530,19,3,2.5,0,4,0
"2470",103000,13,3,2,0,4,0
"2471",110000,17,4,2.5,0,4,0
"2472",107500,15,3,2,0,4,0
"2473",95000,14,3,2,0,3,0
"2474",132000,16,4,2.5,0,4,0
"2475",106000,13,3,2,0,4,0
"2476",96000,15,4,2,0,3,0
"2477",126500,14,4,2,0,3,0
"2478",132025,17,3,2.5,0,5,0
"2479",124900,18,3,2.5,0,7,0
"2480",125000,21,3,2.5,0,7,0
"2481",115000,17,3,2,0,8,0
"2482",125000,21,3,2,0,7,0
"2483",116900,16,3,2.5,0,8,0
"2484",101000,14,4,2,0,2,0
"2485",110000,13,3,2,0,4,0
"2486",134000,20,3,2,0,4,0
"2487",182500,20,3,2,0,8,0
"2488",165000,20,3,2,0,4,1
"2489",108900,14,3,2.5,0,0,0
"2490",142500,27,5,3,0,7,0
"2491",131500,22,4,3,0,7,0
"2492",142000,24,3,2.5,0,0,0
"2493",148500,27,3,2.5,0,0,0
"2494",145000,27,5,2.5,0,0,0
"2495",115000,17,3,2,0,8,0
"2496",130000,19,4,2,0,8,0
"2497",139000,29,4,3,0,8,0
"2498",134000,20,4,3,0,7,0
"2499",111000,16,3,2,0,5,0
"2500",134900,19,3,2,0,8,0
"2501",134000,17,4,2,0,6,0
"2502",142500,17,3,2,0,4,0
"2503",137000,19,3,3,0,6,0
"2504",105000,17,4,2,0,5,0
"2505",115000,15,3,2,0,2,0
"2506",130000,17,4,2,0,4,0
"2507",110000,15,3,2,0,5,0
"2508",137250,18,4,2.5,0,5,0
"2509",173000,19,3,3,0,14,0
"2510",133000,14,3,2,0,6,0
"2511",128000,19,4,3,0,3,0
"2512",104900,10,3,2,0,3,0
"2513",109900,14,3,2.5,0,5,0
"2514",91900,12,3,2,0,6,0
"2515",88000,11,3,2,0,5,0
"2516",96500,12,3,2,0,5,0
"2517",105700,12,4,2,0,7,0
"2518",110000,14,3,2,0,0,0
"2519",125000,15,4,2,0,0,0
"2520",150000,20,4,3,0,0,0
"2521",96501,11,3,2,0,3,0
"2522",105000,13,3,2,0,4,0
"2523",137500,13,3,2,0,3,1
"2524",107000,11,3,2,0,2,0
"2525",90100,10,3,2,0,1,0
"2526",110000,12,3,2,0,3,0
"2527",124500,17,3,2.5,0,3,0
"2528",99900,12,3,2,0,4,0
"2529",104000,14,4,2,0,3,0
"2530",158000,19,4,2.5,0,1,0
"2531",98400,12,3,2,0,3,0
"2532",99000,12,3,2,0,4,0
"2533",125000,15,4,2,0,3,0
"2534",125000,18,4,2,0,0,0
"2535",105000,13,3,2,0,2,0
"2536",128140,18,4,2,0,0,0
"2537",119000,14,3,2,0,2,0
"2538",112000,12,3,2,0,2,0
"2539",129500,18,4,2,0,0,0
"2540",105000,16,3,2,0,3,0
"2541",139921,21,4,2,0,2,0
"2542",129000,21,4,2,0,2,0
"2543",114950,16,3,2,0,2,0
"2544",127900,16,4,2.5,0,0,0
"2545",126600,15,4,2,0,0,0
"2546",82500,10,3,2,0,8,0
"2547",105000,13,3,2,1,8,0
"2548",154000,18,4,2,0,4,0
"2549",114500,15,3,2,1,20,0
"2550",60000,7,2,1,0,45,0
"2551",92000,10,3,2,0,0,0
"2552",92000,10,3,2,0,0,0
"2553",70200,10,3,1.5,0,40,0
"2554",52000,8,2,1,0,50,0
"2555",65000,10,3,1,0,33,0
"2556",74950,15,3,1,0,35,0
"2557",69500,10,3,1,0,34,0
"2558",72000,14,3,2,0,11,0
"2559",75000,13,3,2,0,11,0
"2560",74500,13,3,2,0,8,0
"2561",77000,13,3,2,0,9,0
"2562",94500,12,3,2,0,9,0
"2563",80500,12,3,2,0,8,0
"2564",104410,17,3,2,0,8,0
"2565",88000,13,3,2,0,8,0
"2566",98500,13,3,2,0,7,0
"2567",74950,12,3,2,0,7,0
"2568",90000,16,3,2.5,0,8,0
"2569",73900,10,3,2,0,7,0
"2570",88000,14,4,2,0,7,0
"2571",76500,14,4,2,0,7,0
"2572",95450,12,3,2,0,6,0
"2573",85000,12,3,2,0,8,0
"2574",87000,15,4,2,0,7,0
"2575",85000,12,3,2,0,7,0
"2576",82000,10,3,2,0,7,0
"2577",90000,16,4,2.5,0,6,0
"2578",96000,16,3,2.5,0,6,0
"2579",87000,14,4,2,0,7,0
"2580",74400,9,2,2,0,4,0
"2581",75000,10,3,2,0,12,0
"2582",80000,10,3,2,0,0,0
"2583",120000,10,3,2,1,33,0
"2584",132600,17,3,2,1,31,0
"2585",161000,16,3,2,1,34,0
"2586",62500,12,3,2,1,49,0
"2587",245000,19,3,2.5,1,23,0
"2588",58200,10,2,2,1,53,0
"2589",97750,14,3,2,0,21,0
"2590",155000,15,3,1,1,37,0
"2591",195000,24,4,2,1,32,1
"2592",170000,16,3,2,1,0,0
"2593",200000,26,3,2.5,1,8,0
"2594",252000,26,3,3,1,9,0
"2595",134000,17,3,2,1,47,0
"2596",292000,22,4,3,1,8,0
"2597",260900,22,4,3,1,9,0
"2598",287500,20,3,3,1,9,0
"2599",158500,18,3,2,1,34,0
"2600",112000,10,3,2,1,28,0
"2601",155000,16,3,2,1,49,0
"2602",157500,16,3,1,1,62,0
"2603",92650,13,4,1.5,0,49,0
"2604",119000,14,3,2,0,0,0
"2605",139000,16,3,2,0,0,0
"2606",115000,13,3,2,1,50,0
"2607",110000,13,3,2,0,44,0
"2608",185000,15,3,2,1,44,0
"2609",210000,35,4,3.5,1,42,0
"2610",320000,30,4,3,1,42,0
